Table 1,,,,,,,,
serialNo,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,standard_price,
HC-0000042,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2014-2018 (ZRE171),เพลาขับ,ขวา,"2,650.00",
HC-0000051,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2014-2018 (ZRE171),เพลาขับ,-,"2,480.00",
GB-0000012,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2014-2018 (ZRE171),จารบี,-,,
AI-0000001,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2014-2018 (ZRE171),ชุดซ่อมแม่ปั๊มเบรค,หลัง,,
AA-0000100,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2014-2018 (ZRE171),ผ้าดิสเบรค,หลัง,750.00,
EB-0300002,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",คอน้ำ,-,650.00,
EA-0100037,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",สายพานไดร์ชาร์จ (หน้าเครื่อง),-,400.00,
EA-0100115,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",สายพานไดร์ชาร์จ (หน้าเครื่อง),-,,
EA-0100102,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",สายพานไดร์ชาร์จ (หน้าเครื่อง),-,320.00,
Z-00300033,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ปะเก็นฝาวาล์ว,-,280.00,
Z-00300039,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ปะเก็นฝาวาล์ว,-,280.00,
LL-0000012,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ฝาหม้อน้ำ,-,240.00,
LL-0000018,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ฝาหม้อน้ำ,-,200.00,
EA-0400003,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",สายพานพาวเวอร์,-,,
EA-0400014,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",สายพานพาวเวอร์,-,,
EA-0400015,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",สายพานพาวเวอร์,-,,
LF-0000009,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",วาล์วน้ำ,-,550.00,
EB-0100008,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อยางหม้อน้ำ,ล่าง,280.00,
EB-0100013,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อยางหม้อน้ำ,บน,250.00,
EB-0100029,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อยางหม้อน้ำ,-,250.00,
EB-0100034,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อยางหม้อน้ำ,ล่าง,250.00,
EB-0100038,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อยางหม้อน้ำ,บน,250.00,
KW-0000003,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",มอเตอร์พัดลม,-,"1,600.00",
KW-0000026,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",มอเตอร์พัดลม,-,"1,400.00",
Z-00100008,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางแท่นเครื่อง,หลัง,600.00,
Z-00100024,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางแท่นเครื่อง,ซ้าย,600.00,
Z-00100034,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางแท่นเครื่อง,ขวา,"1,500.00",
HD-0000005,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ซีลเพลาขับ,-,200.00,
HD-0000028,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ซีลเพลาขับ,-,120.00,
LH-0000006,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ใบพัดลม,-,580.00,
LH-0000007,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ใบพัดลม,-,400.00,
LJ-0000015,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",หม้อน้ำ,-,"2,400.00",
Z-05600001,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อน้ำ,ล่าง,250.00,
Z-05600002,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อน้ำ,บน,250.00,
AA-0000135,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ผ้าดิสเบรค,หน้า,"1,200.00",
Z-00200036,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",กาวดำ,-,,
Z-05300008,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",เหล็กรัด,-,,
GB-0000018,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",จารบี,-,,
Z-05900005,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",โอริง,-,,
Z-09400005,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อยางหายใจฝาวาล์ว,-,180.00,
Z-11400004,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",แป๊ป,-,680.00,
GP-0000002,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ก้านวัดน้ำมันเครื่อง,-,,
Z-08800002,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ฝาน้ำมันเครื่อง,-,150.00,
Z-07400001,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",โคลงพัดลม,-,"1,400.00",
Z-09100002,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",สายดึงฝากระโปรง,หลัง,180.00,
AC-0000040,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",จานดิสเบรค,หน้า,800.00,
AC-0000010,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",จานดิสเบรค,หลัง,920.00,
DF-0500156,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกหมากแร็ค,-,500.00,
DF-0500108,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกหมากแร็ค,-,500.00,
DF-0500164,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกหมากแร็ค,-,,
DF-0200157,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกหมากคันชัก,นอก,400.00,
DF-0200088,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกหมากคันชัก,นอก,450.00,
DF-0200178,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกหมากคันชัก,นอก,,
DG-0100029,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",คานปีกนก,ล่าง,"1,920.00",
HB-0700019,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",แม่ปั๊มคลัทช์,บน,"1,150.00",
DF-0700028,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกหมากกันโคลง,หน้า,400.00,
DF-0700333,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกหมากกันโคลง,หน้า,,
DJ-0200053,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางกันฝุ่นแร็ค,-,220.00,
DD-0000117,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,600.00,
DD-0000048,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หลัง,120.00,
DH-0500014,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางกันโคลง,หน้า,80.00,
DH-0500121,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางกันโคลง,หน้า,60.00,
DJ-0100060,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางกันฝุ่นเพลาขับ,ใน,220.00,
DJ-0100127,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางกันฝุ่นเพลาขับ,นอก,220.00,
DH-0400008,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",บู๊ชปีกนก,ล่างเล็ก,150.00,
DH-0400014,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",บู๊ชปีกนก,ล่างใหญ่,280.00,
DF-0900016,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",สกรูกันโคลง,หน้า,150.00,
DJ-0300112,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางกันฝุ่นโช้คอัพ,หน้า,250.00,
DJ-0300058,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางกันฝุ่นโช้คอัพ,หลัง,250.00,
DI-0000086,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางกันกระแทกโช้คอัพ,หน้า,140.00,
DH-0200085,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",บู๊ชคาน,หลัง,400.00,
DC-0000002,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางรองสปริงโช้คอัพ,หน้า,160.00,
HF-0000016,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ยางกันฝุ่นเพลา,นอก,220.00,
CE-0000027,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนเบ้าโช้คอัพ,หน้า,300.00,
DF-0600070,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกหมากปีกนก,ล่าง,500.00,
CA-0000083,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนล้อ,หลัง,"1,850.00",
CA-0000168,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนล้อ,หน้า,600.00,
CA-0000173,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนล้อ,หน้า,600.00,
CA-0000136,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนล้อ,หลัง,"1,850.00",
CA-0000072,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนล้อ,หน้า,600.00,
CA-0000056,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนล้อ,หลัง,"1,850.00",
CA-0000015,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนล้อ,หลัง,"1,750.00",
CA-0000205,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนล้อ,หลัง,920.00,
CA-0000211,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ลูกปืนล้อ,หลัง,,
DA-0000047,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",โช้คอัพ,หลัง,"1,065.00",
DA-0000099,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",โช้คอัพ,หน้า,"1,660.00",
DA-0000083,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",โช้คอัพ,หลัง,"1,235.00",
BC-0000013,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",คอยล์หัวเทียน,-,"1,650.00",
EB-0100040,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อยาง,-,180.00,
EB-0100041,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ท่อยาง,-,260.00,
LN-0000001,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ฝาคลอบวาล์วน้ำ,-,,
HC-0000025,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",เพลาขับ,ซ้าย,"2,450.00",
HC-0000029,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",เพลาขับ,ซ้าย,"2,650.00",
AF-0000050,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ชุดซ่อมดิสเบรค,หน้า,350.00,
LM-0000012,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",ปั๊มน้ำ,-,900.00,
EA-0100030,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,400.00,
EA-0100117,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,,
EA-0100057,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,320.00,
KW-0000004,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),มอเตอร์พัดลม,-,"1,600.00",
Z-08100001,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),ไฟตัดหมอก,ซ้าย,,
AH-0000009,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),ลูกสูบดิสเบรค,หน้า,280.00,
AC-0000035,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),จานดิสเบรค,หน้า,880.00,
DF-0500151,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),ลูกหมากแร็ค,-,500.00,
DF-0200151,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),ลูกหมากคันชัก,นอก,450.00,
DJ-0200045,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),ยางกันฝุ่นแร็ค,-,220.00,
DF-0900017,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),สกรูกันโคลง,หน้า,150.00,
DF-0900018,FORD,FOCUS,โฟกัส,โฉมปี 2004-2012,สกรูกันโคลง,หลัง,350.00,
DA-0000048,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),โช้คอัพ,หลัง,"1,440.00",
DA-0000085,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),โช้คอัพ,หลัง,"1,730.00",
AF-0000027,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),ชุดซ่อมดิสเบรค,-,280.00,
DG-0100055,TOYOTA,VIOS,วีออส,โฉมปี 2014-2017 (NCP150),คานปีกนก,ล่าง,"1,200.00",
Z-00300070,TOYOTA,VIOS,วีออส,"โฉมปี 2008-2013 (NCP90, 93)",ปะเก็นฝาวาล์ว,-,,
EA-0100121,MITSUBISHI,MIRAGE,มิราจ,โฉมปี 2012-2016 (A03),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,,
EA-0100122,MITSUBISHI,SPACE WAGON,สเปซวากอน,โฉมปี 2004-2010 (NA4),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,,
EA-0100123,NISSAN,CEFIRO,เซฟิโร่,โฉมปี 2001-2004 (A33),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,,
EA-0100124,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,,
BE-0000005,TOYOTA,VIOS,วีออส,"โฉมปี 2008-2013 (NCP90, 93)",หัวฉีด,-,"1,800.00",
Z-00100114,MITSUBISHI,SPACE WAGON,สเปซวากอน,โฉมปี 2004-2010 (NA4),ยางแท่นเครื่อง,หน้า,"1,200.00",
Z-00100115,NISSAN,SUNNY,ซันนี่,โฉมปี 2001-2006 (NEO),ยางแท่นเครื่อง,หน้า,750.00,
Z-00100116,NISSAN,TEANA,เทียน่า,โฉมปี 2009-2013 (J32),ยางแท่นเครื่อง,บน,"2,000.00",
Z-00100117,NISSAN,TIIDA,ทีด้า,โฉมปี 2006-2012 (C11),ยางแท่นเครื่อง,บน,750.00,
Z-00100118,MAZDA,MAZDA2,มาสด้า2,โฉมปี 2007-2014 (DY),ยางแท่นเครื่อง,ซ้าย,950.00,
Z-00200045,TOYOTA,VIOS,วีออส,"โฉมปี 2008-2013 (NCP90, 93)",กาวดำ,-,,
DF-0700340,TOYOTA,VIOS,วีออส,"โฉมปี 2008-2013 (NCP90, 93)",ลูกหมากกันโคลง,หน้า,,
DF-0700341,TOYOTA,VIOS,วีออส,"โฉมปี 2008-2013 (NCP90, 93)",ลูกหมากกันโคลง,หน้า,,
DF-0700342,TOYOTA,VIOS,วีออส,"โฉมปี 2008-2013 (NCP90, 93)",ลูกหมากกันโคลง,หน้า,450.00,
DF-0700343,TOYOTA,VIOS,วีออส,"โฉมปี 2008-2013 (NCP90, 93)",ลูกหมากกันโคลง,หน้า,,
